set_tt;set_tt_o;el3A80;el3A180;el1A80;el1A180;thA80;thA180;SpotPriceEUR
tt7618;tt7618;0,066;0,896;0,069;1,209;0,95020961;2,13448142;32,67
tt7619;tt7619;0,085;0,442;0,343;0,479;0,92121443;2,06938137;32,32
tt7620;tt7620;0,463;0,152;0,237;0,702;0,9014474;2,02504466;32,13
tt7621;tt7621;0,484;0,479;0,119;0,129;0,88798415;1,99481154;31,98
tt7622;tt7622;1,008;0,514;0,306;0,149;0,88756751;1,99389778;32,04
tt7623;tt7623;0,303;0,931;0,247;3,326;0,90509409;2,0332793;32
tt7624;tt7624;0,51;0,129;0,06;1,143;0,91813435;2,06237126;32,52
tt7625;tt7625;0,094;2,287;0,117;1,518;0,93919642;2,10964549;33,05
tt7626;tt7626;0,637;2,233;0,375;0,246;0,94931502;2,13235316;32,77
tt7627;tt7627;0,711;0,674;0,286;1,126;0,95560167;2,14645964;32,38
tt7628;tt7628;0,197;1,237;0,263;0,87;0,96168662;2,16015965;31,81
tt7629;tt7629;0,231;1,018;0,414;0,318;0,96574642;2,1692794;31,44
tt7630;tt7630;0,354;0,244;0,258;0,256;0,96109325;2,15884232;30,66
tt7631;tt7631;0,358;0,253;0,358;0,981;0,95349755;2,1417224;29,74
tt7632;tt7632;0,151;0,27;0,134;0,786;0,95542218;2,14599363;29,89
tt7633;tt7633;0,104;0,242;0,07;0,275;0,95461107;2,14407987;29,54
tt7634;tt7634;0,142;0,451;0,17;0,304;0,95181105;2,13767091;29,46
tt7635;tt7635;0,059;0,255;0,21;0,174;0,96309335;2,16309435;29,43
tt7636;tt7636;0,267;0,133;0,06;0,214;0,97970262;2,20052115;29,67
tt7637;tt7637;0,611;0,239;0,067;0,207;0,9898786;2,22333763;30,54
tt7638;tt7638;0,76;0,99;0,14;0,13;0,99315391;2,23063642;31,47
tt7639;tt7639;0,149;0,259;0,198;1,338;0,98724813;2,21732194;33,69
tt7640;tt7640;0,184;0,169;0,231;1,003;0,9825577;2,20680674;32,48
tt7641;tt7641;0,059;0,611;0,105;0,185;0,96564221;2,16895293;31,95
tt7642;tt7642;0,18;1,584;2,083;0,461;0,9361175;2,10275489;31,63
tt7643;tt7643;0,204;0,208;0,294;0,306;0,90507194;2,03316731;31,48
tt7644;tt7644;0,1;0,111;0,921;0,302;0,87541472;1,96653569;31,47
tt7645;tt7645;0,156;0,18;0,07;0,25;0,85477478;1,92006051;31,57
tt7646;tt7646;0,391;0,154;0,035;0,214;0,84037735;1,88767219;31,53
tt7647;tt7647;0,314;0,612;0,522;0,257;0,87025817;1,95480984;37,66
tt7648;tt7648;0,816;0,211;0,663;0,638;0,90801333;2,0397089;53,01
tt7649;tt7649;1,33;1,123;0,128;0,164;0,92698546;2,08239913;65,66
tt7650;tt7650;0,375;0,794;0,852;0,681;0,94365645;2,11992947;65,63
tt7651;tt7651;0,22;1,012;0,731;2,587;0,94990482;2,13392648;64,41
tt7652;tt7652;0,609;1,135;0,236;1,648;0,96064331;2,15800567;52,96
tt7653;tt7653;0,438;0,647;0,096;0,423;0,97950122;2,20037708;39,84
tt7654;tt7654;0,231;0,145;0,152;0,695;0,99655475;2,2387593;38,15
tt7655;tt7655;0,1;0,205;0,053;0,202;1,00058349;2,24788283;37,83
tt7656;tt7656;1,003;0,14;0,213;0,408;1,00480718;2,25741852;37,04
tt7657;tt7657;0,136;0,202;0,198;0,172;1,00495518;2,25779344;29,54
tt7658;tt7658;0,527;0,253;0,184;0,212;0,99667508;2,23920372;29,35
tt7659;tt7659;0,094;0,127;0,14;0,243;1,01129354;2,27213647;29,28
tt7660;tt7660;0,451;0,268;0,139;0,461;0,9944444;2,23426711;29,86
tt7661;tt7661;0,136;0,453;0,168;0,232;0,99147094;2,22762393;30,51
tt7662;tt7662;0,279;0,733;0,082;1,489;0,99048866;2,22544028;31,3
tt7663;tt7663;0,168;1,309;0,861;0,107;0,98494743;2,21301079;39,3
tt7664;tt7664;0,042;0,555;0,84;0,355;0,96861493;2,17630975;35,73
tt7665;tt7665;0,225;0,373;0,088;0,419;0,92519086;2,07866447;32,86
tt7666;tt7666;0,481;0,367;0,305;0,679;0,89580896;2,01261702;32,6
tt7667;tt7667;0,05;0,326;0,157;0,227;0,86190755;1,93640654;32,01
tt7668;tt7668;1,42;0,251;0,113;0,328;0,83659607;1,87955876;31,87
tt7669;tt7669;0,309;0,888;0,501;0,419;0,83463722;1,87522788;31,37
tt7670;tt7670;1,058;0,82;0,315;0,272;0,84110768;1,88985116;31,08
tt7671;tt7671;0,253;0,191;0,39;0,146;0,85549396;1,92229684;31,04
tt7672;tt7672;0,071;0,779;0,739;2,151;0,87236977;1,960341;31,02
tt7673;tt7673;0,068;0,964;0,163;2,094;0,87818451;1,97359488;31,08
tt7674;tt7674;0,569;1,766;0,718;0,298;0,88091081;1,97974379;30,84
tt7675;tt7675;0,317;1,251;0,054;0,623;0,88028692;1,97816636;30,37
tt7676;tt7676;0,387;0,267;0,637;0,376;0,90017123;2,02276771;29,82
tt7677;tt7677;1,421;1,003;0,268;0,352;0,90907108;2,04267168;29,42
tt7678;tt7678;0,279;0,89;0,405;0,298;0,90288745;2,02869375;28,63
tt7679;tt7679;0,832;0,805;0,254;0,118;0,91389353;2,05339266;27,56
tt7680;tt7680;0,211;0,1;1,016;0,711;0,92040483;2,06801659;27,82
tt7681;tt7681;0,045;0,336;0,137;0,143;0,93104309;2,0919061;27,28
tt7682;tt7682;0,051;0,122;0,098;0,656;0,95317058;2,14161919;27,04
tt7683;tt7683;0,633;0,142;0,191;0,145;0,96380362;2,16557586;27,02
tt7684;tt7684;0,159;0,278;0,033;0,111;0,97738844;2,1961476;27,78
tt7685;tt7685;0,778;0,608;0,493;0,165;0,97953764;2,20085097;28,49
tt7686;tt7686;0,659;1,097;0,731;0,639;0,97588895;2,19266201;29,74
tt7687;tt7687;0,463;0,298;0,176;0,764;0,96108991;2,1594024;30,75
tt7688;tt7688;0,136;0,749;0,184;0,602;0,95396441;2,14333767;30,91
tt7689;tt7689;0,231;0,416;0,264;0,513;0,94723368;2,12819646;30,59
tt7690;tt7690;0,625;0,475;0,144;1,272;0,93840432;2,10843039;30,2
tt7691;tt7691;0,213;0,187;0,993;0,56;0,9271454;2,08320956;29,97
tt7692;tt7692;0,175;1,679;0,62;0,711;0,92222108;2,07225627;29,93
tt7693;tt7693;0,076;0,213;0,381;0,363;0,93038789;2,09071687;29,96
tt7694;tt7694;0,204;0,186;0,087;0,395;0,94260519;2,11825284;29,97
tt7695;tt7695;0,346;2,028;0,211;0,242;0,98368593;2,2106698;29,99
tt7696;tt7696;0,513;1,188;0,132;0,169;1,04159221;2,34093541;30,32
tt7697;tt7697;1,821;1,41;1,175;0,663;1,06558327;2,39493588;30,63
tt7698;tt7698;0,192;0,546;1,056;0,87;1,07688286;2,42043641;30,36
tt7699;tt7699;0,158;1,311;0,318;1,204;1,08395407;2,43643777;29,74
tt7700;tt7700;0,455;0,909;0,201;0,845;1,0854608;2,43993084;28,97
tt7701;tt7701;0,386;0,39;0,758;0,49;1,09816432;2,46849906;28,52
tt7702;tt7702;1,172;0,585;0,096;0,614;1,1079772;2,49053686;27,93
tt7703;tt7703;0,069;0,625;0,079;0,657;1,11027718;2,49559126;27,53
tt7704;tt7704;0,071;0,207;0,222;0,36;1,10139992;2,47549687;27,11
tt7705;tt7705;0,674;0,29;0,213;0,098;1,07747297;2,42153479;23,56
tt7706;tt7706;0,187;0,339;0,146;0,326;1,06675958;2,39731478;20,04
tt7707;tt7707;0,275;0,157;0,034;0,323;1,05875128;2,37922841;17,63
tt7708;tt7708;0,118;0,304;0,279;0,143;1,06019743;2,38242631;13,33
tt7709;tt7709;0,153;0,25;0,154;0,264;1,06137916;2,38506461;12,87
tt7710;tt7710;0,673;2,436;0,603;0,23;1,06127551;2,38481961;16,12
tt7711;tt7711;0,276;0,608;0,051;0,342;1,05739712;2,37608734;19,38
tt7712;tt7712;0,948;0,343;0,175;0,345;1,0660732;2,39564974;27,97
tt7713;tt7713;0,385;0,777;0,556;0,317;1,05037153;2,36042107;28,61
tt7714;tt7714;0,21;0,803;0,169;0,474;1,03684085;2,33018604;28,08
tt7715;tt7715;0,703;0,802;0,292;0,502;1,02335711;2,30006252;20,54
tt7716;tt7716;0,242;1,161;0,088;0,559;1,00758801;2,26463207;18,19
tt7717;tt7717;0,201;0,67;1,232;1,906;0,99899289;2,24521946;13,01
tt7718;tt7718;0,598;1,208;0,275;1,603;0,99186994;2,22906037;18,46
tt7719;tt7719;0,817;1,01;0,945;0,579;0,99296959;2,23148748;24,84
tt7720;tt7720;0,64;0,283;0,251;0,273;0,99763745;2,24196368;28,33
tt7721;tt7721;1,109;2,853;0,044;0,799;1,0051218;2,2588123;29,77
tt7722;tt7722;0,214;0,571;0,708;0,703;1,01365662;2,27796264;29,7
tt7723;tt7723;0,346;0,741;0,601;0,232;1,01152172;2,27317384;24,03
tt7724;tt7724;0,849;1,316;0,408;0,503;1,00900394;2,26745292;13,06
tt7725;tt7725;0,152;0,73;0,368;0,913;1,01206275;2,27431169;12,69
tt7726;tt7726;0,139;0,249;0,642;0,728;1,02262682;2,29813089;11,38
tt7727;tt7727;0,498;0,223;0,065;0,587;1,03107768;2,31727483;0,41
tt7728;tt7728;0,031;0,432;0,183;0,413;1,03438313;2,32477686;0,37
tt7729;tt7729;0,339;0,117;0,098;0,227;1,04321451;2,34470634;4,33
tt7730;tt7730;0,131;0,159;0,106;0,486;1,05055512;2,36124626;2,91
tt7731;tt7731;1,263;0,133;0,185;0,336;1,05212369;2,3648462;2,17
tt7732;tt7732;0,06;1,192;0,111;0,091;1,04817952;2,35588056;2,14
tt7733;tt7733;0,036;0,175;0,641;0,3;1,04084554;2,33930844;0,03
tt7734;tt7734;0,315;0,339;0,189;0,324;1,04860119;2,35671451;-0,03
tt7735;tt7735;0,205;0,611;0,209;0,073;1,04985698;2,35952826;0,04
tt7736;tt7736;0,142;3,378;0,277;0,099;1,04242783;2,34281267;5,08
tt7737;tt7737;0,255;0,243;0,319;0,281;1,0322375;2,31983733;23,49
tt7738;tt7738;0,513;0,349;0,266;1,208;1,00678947;2,26255571;25,05
tt7739;tt7739;0,128;0,609;0,237;0,453;0,98825365;2,22084719;28,67
tt7740;tt7740;0,202;0,252;0,658;0,241;0,97636421;2,19407827;28,61
tt7741;tt7741;0,117;1,196;0,592;0,4;0,96097996;2,15948432;28,45
tt7742;tt7742;0,036;0,399;0,408;0,462;0,96283408;2,16365903;28,76
tt7743;tt7743;0,136;0,779;0,227;0,652;0,96771284;2,17465391;29,21
tt7744;tt7744;1,024;0,596;0,168;0,642;0,97685205;2,1952554;29,7
tt7745;tt7745;0,105;3,659;1,718;0,197;0,99837271;2,24361212;30,33
tt7746;tt7746;0,75;1,823;0,6;0,321;1,01417386;2,27912644;30,4
tt7747;tt7747;0,54;2,645;0,73;0,371;1,02615634;2,3060311;29,95
tt7748;tt7748;1,133;1,951;0,129;2,131;1,03831566;2,33310991;29,62
tt7749;tt7749;1,144;1,005;0,236;0,983;1,04904916;2,35709249;29,39
tt7750;tt7750;0,391;0,637;0,111;0,586;1,06342515;2,38974461;29,2
tt7751;tt7751;0,515;0,32;0,706;0,206;1,0854669;2,43942391;28,7
tt7752;tt7752;0,128;0,154;0,025;0,488;1,10570613;2,48502105;28,66
tt7753;tt7753;0,109;0,131;0,097;0,362;1,12094284;2,51927128;28,13
tt7754;tt7754;0,44;0,127;0,105;0,216;1,13509902;2,55075178;28,2
tt7755;tt7755;0,204;0,039;0,168;0,126;1,14459103;2,57205287;28,48
tt7756;tt7756;0,067;0,478;0,136;0,281;1,14810161;2,58003115;21,89
tt7757;tt7757;0,223;0,269;1,035;1,297;1,16755129;2,62386359;23,81
tt7758;tt7758;0,055;0,247;0,07;0,29;1,17821329;2,64787958;39,94
tt7759;tt7759;0,061;0,219;0,806;0,505;1,19588046;2,68757479;41,99
tt7760;tt7760;0,162;0,584;0,185;0,557;1,17017335;2,6297073;43,92
tt7761;tt7761;0,758;1,406;1,348;0,536;1,12484277;2,52786068;43,91
tt7762;tt7762;0,086;0,902;0,1;0,533;1,07828374;2,4232471;43,68
tt7763;tt7763;0,93;0,324;0,266;1,162;1,037445;2,33151298;43,94
tt7764;tt7764;0,287;0,288;0,068;0,178;1,01593565;2,28323764;44,36
tt7765;tt7765;0,201;0,143;0,437;0,163;1,0091996;2,26809036;49,05
tt7766;tt7766;0,123;0,161;0,181;0,196;1,02720498;2,3085436;53,46
tt7767;tt7767;1,095;0,302;1,147;0,121;1,04888516;2,35723864;50,99
tt7768;tt7768;0,681;0,197;0,505;0,585;1,07491593;2,41576077;59,3
tt7769;tt7769;0,592;5,015;3,021;0,233;1,08110757;2,42971258;66,02
tt7770;tt7770;1,09;0,452;0,481;0,932;1,08164801;2,43096093;53,38
tt7771;tt7771;0,386;0,764;0,125;1,046;1,08141495;2,43038063;47,93
tt7772;tt7772;0,161;2,524;0,236;0,536;1,08648357;2,44162311;43,95
tt7773;tt7773;0,154;1,426;0,176;0,885;1,10029488;2,47265147;38,63
tt7774;tt7774;0,366;0,613;0,146;1,034;1,10036173;2,47279011;38,76
tt7775;tt7775;0,182;0,305;0,08;0,519;1,10722418;2,48816586;33,55
tt7776;tt7776;0,322;0,321;0,127;0,2;1,11257225;2,50012541;36,03
tt7777;tt7777;0,255;0,691;0,145;0,204;1,11598481;2,50779293;35,46
tt7778;tt7778;0,123;0,117;0,176;0,217;1,12590591;2,53012128;35,63
tt7779;tt7779;0,145;0,264;0,367;0,193;1,12910859;2,53736842;35,73
tt7780;tt7780;0,041;0,153;0,087;0,271;1,13025106;2,53991256;35,42
tt7781;tt7781;0,083;0,472;0,079;0,331;1,12805678;2,53498129;37,92
tt7782;tt7782;0,368;0,135;0,3;0,234;1,12309745;2,52380812;46,51
tt7783;tt7783;0,269;1,6;0,139;1,449;1,11992895;2,51673479;67,86
tt7784;tt7784;0,692;0,101;0,204;0,29;1,11468495;2,50497986;72,63
tt7785;tt7785;0,294;0,214;0,557;0,695;1,1056118;2,48467394;54,99
tt7786;tt7786;0,19;0,372;0,29;0,135;1,08214022;2,43204794;54,26
tt7787;tt7787;1,504;0,171;0,048;0,409;1,06363578;2,39053045;64,03
tt7788;tt7788;0,148;0,936;0,109;0,243;1,05261119;2,36562817;55,27
tt7789;tt7789;0,094;0,546;0,062;1,828;1,04571821;2,35015717;64,91
tt7790;tt7790;0,163;0,251;1,058;2,34;1,03979869;2,3368588;62,65
tt7791;tt7791;2,027;0,435;0,246;1,504;1,04631652;2,35153274;62,65
tt7792;tt7792;0,55;1,192;1,968;1,56;1,06493591;2,39343811;62,65
tt7793;tt7793;1,585;0,847;0,804;1,143;1,07334244;2,41243798;68,05
tt7794;tt7794;1,616;0,573;0,203;0,656;1,07185315;2,40916345;57,46
tt7795;tt7795;0,249;0,387;0,557;0,47;1,07001846;2,40516464;43,99
tt7796;tt7796;1,609;0,309;1,029;0,96;1,0602903;2,38335559;35,42
tt7797;tt7797;0,249;0,574;0,42;0,565;1,06544051;2,39505223;32,64
tt7798;tt7798;0,375;0,686;0,401;1,454;1,06676905;2,39821182;31,31
tt7799;tt7799;0,442;0,258;0,258;0,295;1,07916085;2,42616974;29,69
tt7800;tt7800;0,114;0,327;0,038;0,507;1,08436884;2,4378642;27,15
tt7801;tt7801;0,175;0,372;0,63;0,071;1,08000841;2,42795423;15,7
tt7802;tt7802;0,195;0,111;0,075;0,061;1,08337324;2,43544432;10,7
tt7803;tt7803;0,202;0,284;0,236;0,389;1,08393862;2,43666949;10,96
tt7804;tt7804;0,153;0,234;0,083;0,345;1,07992162;2,42758722;10,75
tt7805;tt7805;0,406;0,666;0,791;0,647;1,07316302;2,41229529;20,24
tt7806;tt7806;0,846;0,623;0,712;0,443;1,07360278;2,41326713;29,92
tt7807;tt7807;0,16;0,873;0,287;1,7;1,07463199;2,41561515;37,37
tt7808;tt7808;0,334;0,334;0,204;0,129;1,06399051;2,39167182;35,72
tt7809;tt7809;0,08;0,411;0,058;0,365;1,04817149;2,35615824;32,49
tt7810;tt7810;0,212;0,098;0,543;0,292;1,04108447;2,3401567;31,98
tt7811;tt7811;0,072;0,475;0,155;0,663;1,03818835;2,33368149;31,8
tt7812;tt7812;0,687;1,304;1,294;0,62;1,03636162;2,32963591;31,03
tt7813;tt7813;0,417;0,064;0,462;0,867;1,03156764;2,31890227;31,3
tt7814;tt7814;0,31;0,292;0,223;0,384;1,0392731;2,33621608;32,56
tt7815;tt7815;0,563;0,487;1,087;1,807;1,05729145;2,37667522;33,44
tt7816;tt7816;0,109;0,442;0,266;0,308;1,06452432;2,3929081;34,16
tt7817;tt7817;0,748;1,047;0,224;0,344;1,06645754;2,39724904;34
tt7818;tt7818;0,513;1,634;1,848;0,646;1,07430208;2,41484056;31,85
tt7819;tt7819;0,689;1,213;0,395;0,429;1,07575218;2,41807395;31,04
tt7820;tt7820;0,795;1,421;0,355;0,98;1,08076782;2,42933861;30,03
tt7821;tt7821;0,424;1,795;0,525;0,296;1,08824903;2,44621826;29,74
tt7822;tt7822;0,18;0,839;0,081;0,53;1,08827195;2,44628744;28,66
tt7823;tt7823;0,17;0,253;0,129;0,124;1,0856881;2,44044737;20,6
tt7824;tt7824;0,904;0,139;0,564;0,253;1,08525403;2,43946486;9,67
tt7825;tt7825;0,121;0,35;0,577;0,194;1,08760002;2,44471072;9,96
tt7826;tt7826;0,17;0,253;0,15;0,381;1,0956481;2,46282803;4,03
tt7827;tt7827;0,116;0,214;0,71;0,285;1,106617;2,48747872;5,7
tt7828;tt7828;0,366;0,236;0,326;0,179;1,11578478;2,50809156;9,46
tt7829;tt7829;0,466;0,393;0,106;0,196;1,12708546;2,5335709;12,77
tt7830;tt7830;0,456;0,661;0,051;0,479;1,129041;2,53791219;17,1
tt7831;tt7831;0,21;0,348;0,052;0,479;1,13066769;2,54158104;31,05
tt7832;tt7832;0,953;0,818;0,116;0,25;1,12357438;2,52575018;31,09
tt7833;tt7833;0,695;0,613;0,242;0,291;1,09699054;2,46602458;29,96
tt7834;tt7834;0,664;0,323;0,142;0,632;1,0716047;2,40897391;24,03
tt7835;tt7835;0,172;0,228;0,167;0,23;1,04182118;2,34201087;16,24
tt7836;tt7836;0,826;0,149;0,066;1,062;1,03756302;2,33245936;12,75
tt7837;tt7837;0,062;0,319;0,309;0,717;1,01811234;2,28866306;16,63
tt7838;tt7838;0,089;0,177;0,1;1,462;1,02029762;2,29353592;26,23
tt7839;tt7839;0,261;0,795;0,216;0,146;1,03169735;2,31913543;30,02
tt7840;tt7840;0,241;0,499;1,873;0,275;1,04609611;2,3513566;30,75
tt7841;tt7841;0,178;0,373;0,523;0,882;1,0625747;2,38837475;30,88
tt7842;tt7842;0,348;0,9;0,34;0,618;1,07348526;2,41286481;30,21
tt7843;tt7843;0,325;0,53;0,766;3,196;1,0736154;2,41319285;29,69
tt7844;tt7844;0,638;1,095;0,209;0,998;1,064891;2,39345732;28,81
tt7845;tt7845;0,421;1,641;0,235;0,638;1,06037162;2,38325643;28,64
tt7846;tt7846;0,31;0,601;0,107;3,532;1,06817976;2,40084529;27,41
tt7847;tt7847;0,241;0,482;0,357;0,282;1,06585754;2,39561736;24,05
tt7848;tt7848;0,238;0,221;0,52;1,365;1,06461707;2,39283805;26,93
tt7849;tt7849;0,155;0,108;0,258;0,222;1,06628222;2,39657876;27,08
tt7850;tt7850;0,114;0,33;0,113;0,332;1,06239824;2,38784878;27,37
tt7851;tt7851;0,115;0,116;0,096;0,046;1,05614114;2,37368512;27,1
tt7852;tt7852;0,254;0,457;0,07;0,123;1,04659538;2,35226297;28,22
tt7853;tt7853;0,289;0,298;0,04;0,232;1,03997364;2,33731412;29,55
tt7854;tt7854;2,124;0,576;0,513;0,792;1,04164532;2,34102546;31,24
tt7855;tt7855;0,273;2,56;0,485;0,333;1,04299191;2,34397894;32,88
tt7856;tt7856;0,257;0,427;0,784;0,603;1,05391273;2,36860071;48
tt7857;tt7857;0,434;0,499;0,145;0,202;1,04971614;2,35934929;46,92
tt7858;tt7858;0,295;0,166;0,137;0,234;1,03396358;2,32404998;45,43
tt7859;tt7859;0,182;0,119;0,547;0,191;1,02693091;2,30864942;46,5
tt7860;tt7860;0,311;0,977;0,368;0,257;1,02437144;2,30310211;39,57
tt7861;tt7861;0,208;0,355;0,146;0,529;1,02655917;2,308001;41,13
tt7862;tt7862;0,726;0,387;1,798;0,871;1,03038469;2,31647623;43,13
tt7863;tt7863;1,271;0,831;0,32;0,879;1,0526949;2,3665303;44,49
tt7864;tt7864;1,431;0,159;0,537;0,671;1,06725685;2,39918307;46,94
tt7865;tt7865;2,986;2,448;0,878;0,71;1,07916598;2,42594629;53,97
tt7866;tt7866;0,638;0,64;0,676;0,194;1,08920645;2,44838462;56,24
tt7867;tt7867;1,085;0,517;0,2;1,235;1,09335991;2,45760653;45,08
tt7868;tt7868;0,693;0,366;0,327;0,356;1,09914665;2,47052682;31,6
tt7869;tt7869;0,719;0,456;0,502;0,333;1,10439805;2,48227198;31,18
tt7870;tt7870;0,215;0,303;0,194;0,971;1,11610034;2,50859627;30,18
tt7871;tt7871;0,157;0,204;0,264;0,54;1,123362;2,52490857;29,34
tt7872;tt7872;0,344;1,792;0,076;1,521;1,12419661;2,52661607;29,99
tt7873;tt7873;0,123;0,263;0,522;0,189;1,11800858;2,5125435;29,54
tt7874;tt7874;0,124;0,497;0,336;0,086;1,12308048;2,52387606;29,37
tt7875;tt7875;0,14;0,249;0,126;0,006;1,12854408;2,53612514;29,31
tt7876;tt7876;0,226;0,106;0,217;0,491;1,13292476;2,54590833;29,52
tt7877;tt7877;0,114;0,193;0,103;0,371;1,15485397;2,5951669;29,75
tt7878;tt7878;0,129;0,207;0,456;0,141;1,16890842;2,62673952;29,95
tt7879;tt7879;0,211;0,543;0,235;0,239;1,16579996;2,6197044;30,17
tt7880;tt7880;0,526;0,569;0,381;0,286;1,16905657;2,62702005;30,17
tt7881;tt7881;0,209;0,589;0,841;0,659;1,14361548;2,56993311;30,63
tt7882;tt7882;0,143;1,325;0,94;0,564;1,11094332;2,496632;31,11
tt7883;tt7883;0,395;2,044;0,578;1,626;1,08608;2,44083917;31,12
tt7884;tt7884;0,79;1,741;0,908;0,965;1,06821085;2,40080961;30,93
tt7885;tt7885;0,198;0,414;0,722;1,311;1,06229191;2,38758883;30,78
tt7886;tt7886;0,981;0,439;0,332;0,606;1,06844473;2,40146494;30,72
tt7887;tt7887;0,587;0,358;1,578;0,534;1,07409507;2,41408726;31,26
tt7888;tt7888;0,314;0,608;0,124;0,476;1,0935711;2,45774107;32,14
tt7889;tt7889;0,981;0,668;0,082;0,755;1,11153373;2,49801616;32,49
tt7890;tt7890;1,693;0,725;1,628;0,368;1,1344088;2,54948801;32,08
tt7891;tt7891;0,894;0,86;0,604;1,525;1,13913559;2,56009981;30,97
tt7892;tt7892;0,205;1,588;0,378;1,074;1,15341376;2,59223743;30,7
tt7893;tt7893;0,851;0,637;0,182;1,274;1,16982879;2,62915658;30,18
tt7894;tt7894;0,536;0,31;0,343;2,535;1,18946399;2,67334163;30,06
tt7895;tt7895;0,499;0,424;0,295;0,186;1,22124844;2,74483319;27,58
tt7896;tt7896;0,329;0,172;0,195;0,515;1,22123189;2,74473433;19,21
tt7897;tt7897;0,083;0,116;0,523;0,339;1,21482624;2,73034316;12,59
tt7898;tt7898;0,319;0,148;0,161;0,342;1,21754889;2,73653907;11,56
tt7899;tt7899;0,174;0,131;0,124;0,193;1,21451642;2,72971601;11,45
tt7900;tt7900;0,15;0,139;0,524;1,112;1,21864439;2,73900685;15,74
tt7901;tt7901;0,132;0,393;0,081;2,388;1,22403384;2,75108334;12,85
tt7902;tt7902;0,275;0,372;0,303;0,335;1,23902004;2,78480522;17,11
tt7903;tt7903;0,293;0,32;0,482;0,463;1,25098257;2,811718;28,11
tt7904;tt7904;0,386;1,04;0,563;0,158;1,23282028;2,77090262;28,21
tt7905;tt7905;0,268;1,569;0,139;0,33;1,18741379;2,66881413;28,49
tt7906;tt7906;0,247;1,413;0,494;0,185;1,13334214;2,54715292;29,03
tt7907;tt7907;0,291;0,335;1,907;0,212;1,09374052;2,45810489;29,06
tt7908;tt7908;0,876;0,184;0,165;0,378;1,07020261;2,40519438;29,04
tt7909;tt7909;0,381;0,163;0,344;0,151;1,05415789;2,36908498;28,5
tt7910;tt7910;0,267;3,183;0,364;0,384;1,05175608;2,36367212;21,43
tt7911;tt7911;3,013;0,091;0,162;2,537;1,07080433;2,40652189;25,41
tt7912;tt7912;0,957;1,49;0,427;0,61;1,08491499;2,43820648;29,73
tt7913;tt7913;3,101;1,975;0,122;0,785;1,09823911;2,46811256;30,06
tt7914;tt7914;1,351;1,572;1,074;0,625;1,10713377;2,48804941;29,79
tt7915;tt7915;1,954;0,507;0,396;1,448;1,11132364;2,49747661;29,51
tt7916;tt7916;0,309;0,38;0,99;1,531;1,10211075;2,47676226;29,07
tt7917;tt7917;0,48;1,303;0,508;0,811;1,10340555;2,47962871;29,01
tt7918;tt7918;0,461;0,177;0,5;0,505;1,09183385;2,45362166;28,37
tt7919;tt7919;0,463;0,262;0,082;0,186;1,07997187;2,42693806;21,94
tt7920;tt7920;0,992;0,28;0,598;3,202;1,06376168;2,39041829;11,47
tt7921;tt7921;0,069;0,224;0,059;0,69;1,04630914;2,35115008;14,95
tt7922;tt7922;0,062;0,298;1,078;0,066;1,02429003;2,3016706;17,06
tt7923;tt7923;0,295;0,104;0,472;0,177;0,99924078;2,24536266;13,06
tt7924;tt7924;0,172;0,479;0,083;0,424;0,99135511;2,22768452;10,02
tt7925;tt7925;0,143;0,837;0,07;0,466;0,99172043;2,22856229;20,96
tt7926;tt7926;0,841;1,152;0,191;0,639;0,98249351;2,20785166;40,1
tt7927;tt7927;0,964;0,536;0,19;0,903;0,96869521;2,17686128;36,12
tt7928;tt7928;0,309;0,304;0,601;0,187;0,97524597;2,19164455;39,1
tt7929;tt7929;0,302;0,191;0,044;0,415;0,96680086;2,17265188;35,57
tt7930;tt7930;0,075;0,065;0,077;0,333;0,95249723;2,14048046;34,06
tt7931;tt7931;0,194;0,104;0,107;0,649;0,9440962;2,12167212;34,73
tt7932;tt7932;0,364;0,268;0,043;0,115;0,93156897;2,09354168;31,1
tt7933;tt7933;2,338;0,716;0,156;0,404;0,92135948;2,07074068;32,38
tt7934;tt7934;0,04;1,303;0,509;0,262;0,93364307;2,09841988;33,33
tt7935;tt7935;1,005;0,502;0,256;0,623;0,94909696;2,13327043;34,82
tt7936;tt7936;0,169;1,013;0,78;1,857;0,9703701;2,18104101;35,7
tt7937;tt7937;0,861;2,036;0,258;0,115;0,97864613;2,19953871;40,32
tt7938;tt7938;0,434;0,462;0,677;0,804;1,00159019;2,25110116;36,7
tt7939;tt7939;0,464;0,6;0,276;0,564;0,99038595;2,22581525;35,26
tt7940;tt7940;0,997;1;0,248;1,176;0,998565;2,24409181;34,38
tt7941;tt7941;0,422;0,341;0,097;0,476;1,00333806;2,25473721;30,93
tt7942;tt7942;1,277;0,719;1,517;0,427;1,00246035;2,25265662;30
tt7943;tt7943;0,713;0,201;1,414;0,315;1,00924999;2,26786869;28,63
tt7944;tt7944;0,123;0,046;0,139;0,461;1,01823201;2,28801655;28,74
tt7945;tt7945;0,159;0,257;0,096;0,164;1,03120296;2,31718683;28,47
tt7946;tt7946;0,131;0,129;0,365;0,549;1,04393571;2,345815;28,27
tt7947;tt7947;0,212;0,235;1,886;0,227;1,05640077;2,37394939;28,08
tt7948;tt7948;0,161;0,118;0,104;0,398;1,06419884;2,39163883;28,55
tt7949;tt7949;0,131;0,295;0,173;0,264;1,06373762;2,39057761;24,7
