set_tt;set_tt_o;el3A80;el3A180;el1A80;el1A180;thA80;thA180;SpotPriceEUR
tt344;tt344;0,315;0,553;0,085;0,334;1,39042389;3,12688148;33,28
tt345;tt345;0,943;0,363;0,093;0,684;1,38244394;3,10893077;31,94
tt346;tt346;0,575;0,324;0,382;0,485;1,3623389;3,06370384;32,06
tt347;tt347;0,837;1,003;0,301;0,961;1,32713278;2,98449845;32,15
tt348;tt348;0,298;0,152;0,07;0,856;1,31254568;2,95167539;31,95
tt349;tt349;2,501;0,876;0,115;2,557;1,30223952;2,92846768;31,7
tt350;tt350;0,314;1,286;0,169;0,226;1,30684016;2,93880971;31,5
tt351;tt351;0,554;1,878;0,611;0,849;1,3107155;2,94750413;31,7
tt352;tt352;0,273;2,387;0,556;0,443;1,31846087;2,96490925;32,82
tt353;tt353;0,899;2,558;0,955;0,838;1,32331429;2,97580014;37,02
tt354;tt354;1,351;1,432;0,156;0,469;1,32144522;2,97156128;34,84
tt355;tt355;0,586;0,528;0,412;0,743;1,32758352;2,98531702;32,75
tt356;tt356;1,387;1,932;0,329;1,056;1,32936836;2,98931408;32,18
tt357;tt357;0,633;0,42;0,432;0,517;1,32964424;2,98988877;31,94
tt358;tt358;0,233;0,729;0,414;1,544;1,32712758;2,98421688;31,72
tt359;tt359;0,896;0,346;0,01;0,467;1,32396852;2,97708598;31,11
tt360;tt360;0,219;0,068;0,67;1,21;1,31949296;2,96698984;31,01
tt361;tt361;0,553;0,783;0,247;0,12;1,31685403;2,96101436;30,93
tt362;tt362;0,207;0,743;0,101;0,302;1,32589616;2,98135094;30,9
tt363;tt363;0,209;0,067;0,435;0,708;1,33966734;3,01236744;30,93
tt364;tt364;0,443;0,472;0,012;0,509;1,34340301;3,02076956;31,34
tt365;tt365;0,431;0,16;0,091;0,22;1,33810847;3,00889342;31,86
tt366;tt366;0,116;0,261;0,232;0,664;1,34347355;3,02101501;36,42
tt367;tt367;0,147;0,308;2,95;0,27;1,34877794;3,03297705;60,04
tt368;tt368;0,239;1,228;0,714;1,561;1,3381326;3,00904489;59,9
tt369;tt369;0,282;0,613;0,435;0,471;1,32429523;2,97796096;56,28
tt370;tt370;0,118;0,55;0,132;0,333;1,30556182;2,93587557;56,76
tt371;tt371;0,343;0,155;0,491;0,946;1,27709267;2,87187221;56,72
tt372;tt372;1,377;0,098;0,07;0,469;1,2666382;2,84838101;56,71
tt373;tt373;0,204;0,795;0,098;0,263;1,26289079;2,83996188;60,61
tt374;tt374;0,373;0,333;0,122;0,57;1,26389777;2,84222235;61,03
tt375;tt375;0,294;0,324;0,264;0,184;1,27256037;2,86170484;58,71
tt376;tt376;1,738;1,012;0,194;0,534;1,29126444;2,90377647;87,38
tt377;tt377;1,122;1,679;0,712;0,676;1,29885819;2,92084778;117,12
tt378;tt378;0,528;0,405;0,161;0,722;1,30752251;2,94034041;82,84
tt379;tt379;0,833;1,236;0,215;0,45;1,31884663;2,96578937;56,4
tt380;tt380;0,556;0,074;0,253;0,248;1,32921955;2,98911069;39,8
tt381;tt381;0,491;0,325;0,638;0,311;1,33362599;2,99902308;33,96
tt382;tt382;0,073;0,374;0,142;0,788;1,34313428;3,02039271;32,01
tt383;tt383;0,554;0,15;0,19;0,426;1,34929388;3,03422253;31,11
tt384;tt384;0,927;0,665;0,098;1,743;1,35695864;3,05146408;31,01
tt385;tt385;0,089;0,095;0,325;0,269;1,37558099;3,09335884;30,61
tt386;tt386;0,252;0,264;0,037;0,173;1,37597935;3,09422045;30,65
tt387;tt387;0,163;0,123;0,041;0,145;1,39542705;3,13791494;30,68
tt388;tt388;0,064;0,263;0,518;0,128;1,403722;3,15658277;31,12
tt389;tt389;0,239;0,614;0,087;0,336;1,41942636;3,1918558;32,67
tt390;tt390;0,309;0,901;0,114;1,171;1,41623172;3,1846909;36,53
tt391;tt391;1,156;1,199;0,471;1,296;1,40835915;3,16694726;48,24
tt392;tt392;0,064;0,291;0,535;0,544;1,4108474;3,17255105;49,31
tt393;tt393;0,311;0,159;0,149;1,29;1,40537537;3,16027877;42,25
tt394;tt394;0,843;0,122;0,348;0,472;1,38617067;3,11716034;41,75
tt395;tt395;0,209;0,063;0,072;0,507;1,34494422;3,02454636;38,26
tt396;tt396;0,116;0,087;0,174;0,144;1,30822393;2,9419676;34,83
tt397;tt397;0,273;0,373;0,04;0,348;1,29916267;2,92161849;33,19
tt398;tt398;2,405;0,739;0,147;0,561;1,31247237;2,95155381;32,41
tt399;tt399;0,374;0,58;0,288;0,263;1,32838252;2,98730452;32,33
tt400;tt400;0,709;0,428;0,179;0,549;1,35054148;3,03715381;32,45
tt401;tt401;1,335;0,461;0,681;1,699;1,36045622;3,05946302;32,68
tt402;tt402;0,179;1,398;2,365;2,17;1,36757234;3,07544498;32,02
tt403;tt403;0,515;0,923;0,023;0,979;1,38447322;3,11345521;31,35
tt404;tt404;3,396;0,337;1,03;1,491;1,39650333;3,14053028;30,76
tt405;tt405;0,308;0,874;0,323;0,147;1,40160847;3,15196554;30,56
tt406;tt406;0,172;0,613;0,232;0,667;1,38462099;3,11371019;30,08
tt407;tt407;0,12;0,107;0,132;0,118;1,38576899;3,11625132;29,71
tt408;tt408;0,36;0,211;0,059;0,474;1,38854463;3,12244101;29,01
tt409;tt409;0,125;0,146;0,084;0,221;1,39647977;3,1402647;28,58
tt410;tt410;1,603;0,226;0,269;0,571;1,42644916;3,2076824;28,45
tt411;tt411;0,086;0,07;0,133;0,166;1,42202826;3,19772908;28,54
tt412;tt412;0,25;0,362;0,071;0,197;1,41243731;3,17617354;29,13
tt413;tt413;0,118;1,188;0,15;0,477;1,42870673;3,21277344;29,73
tt414;tt414;0,396;0,539;0,204;0,962;1,43239642;3,22113605;30,04
tt415;tt415;0,9;0,446;0,321;0,61;1,4041285;3,15759613;30,79
tt416;tt416;0,189;0,495;0,195;0,328;1,37657494;3,09563938;30,88
tt417;tt417;1,265;0,197;0,225;0,299;1,35792557;3,0537045;30,72
tt418;tt418;0,28;0,306;0,08;0,088;1,33302525;2,99773015;30,59
tt419;tt419;0,035;0,265;0,311;0,924;1,31169933;2,94982439;30,43
tt420;tt420;0,137;0,356;0,273;0,287;1,30345162;2,93130689;30,43
tt421;tt421;0,204;0,322;0,12;0,447;1,31025096;2,94663161;30,28
tt422;tt422;0,099;0,859;0,202;1,308;1,30996339;2,94599296;30,14
tt423;tt423;2,245;0,941;0,317;0,93;1,31307446;2,95299811;30,12
tt424;tt424;0,598;1,272;0,174;0,398;1,32123529;2,97136626;30,33
tt425;tt425;0,818;1,779;0,679;0,855;1,3179875;2,9640535;30,51
tt426;tt426;0,26;1,671;2,342;1,411;1,32726296;2,9849086;30,22
tt427;tt427;0,507;1,86;0,111;0,345;1,33591173;3,004361;29,82
tt428;tt428;0,346;0,541;0,802;0,373;1,32382826;2,97718472;29,31
tt429;tt429;0,337;1,074;0,34;0,662;1,31534372;2,95807038;29,27
tt430;tt430;0,672;0,184;0,263;0,177;1,31061111;2,94741888;29,08
tt431;tt431;0,124;0,215;0,644;0,267;1,3280782;2,98674603;28,79
tt432;tt432;1,019;0,104;0,215;0,488;1,33974853;3,01295711;28,11
tt433;tt433;0,159;0,323;0,225;0,92;1,33987046;3,01320943;27,3
tt434;tt434;0,188;0,216;0,175;0,127;1,35481543;3,04683667;27,14
tt435;tt435;0,107;0,246;0,068;0,152;1,3625536;3,06426538;27,42
tt436;tt436;0,106;0,2;0,218;0,744;1,36790878;3,07632815;28,35
tt437;tt437;0,156;0,15;0,099;0,126;1,37240172;3,08644566;29,11
tt438;tt438;0,499;0,86;0,033;0,806;1,37004508;3,08114845;29,39
tt439;tt439;1,404;0,219;0,502;0,847;1,36000851;3,05856826;29,86
tt440;tt440;0,144;0,548;0,167;0,137;1,34756209;3,0305439;30,43
tt441;tt441;0,094;0,581;0,302;0,178;1,33033878;2,9917883;30,28
tt442;tt442;0,405;0,636;1,404;0,515;1,31725179;2,96235306;29,97
tt443;tt443;0,27;0,142;0,136;0,74;1,30390505;2,93233549;29,82
tt444;tt444;0,154;1,03;0,266;0,758;1,30513165;2,9351121;29,65
tt445;tt445;0,131;0,332;0,065;1,814;1,32842831;2,98759248;29,57
tt446;tt446;0,375;0,232;0,106;1,017;1,33638131;3,0055014;29,53
tt447;tt447;0,505;0,083;0,405;1,638;1,33752104;3,00806265;29,53
tt448;tt448;1,201;0,466;0,288;0,901;1,33785688;3,00879417;29,69
tt449;tt449;0,886;1,018;0,454;0,553;1,34491669;3,02463579;29,84
tt450;tt450;0,33;0,57;0,498;0,204;1,35348026;3,04391535;29,79
tt451;tt451;1,499;0,527;0,434;0,757;1,37968862;3,10287786;29,53
tt452;tt452;0,406;0,735;0,733;3,041;1,40534349;3,16059504;28,87
tt453;tt453;0,491;0,357;0,121;1,072;1,40074452;3,1502442;28,79
tt454;tt454;0,313;0,587;0,121;0,305;1,39109414;3,12851618;28,74
tt455;tt455;0,726;0,296;0,206;0,517;1,3805304;3,10472994;28,41
tt456;tt456;0,214;0,248;0,326;0,662;1,37814148;3,09935278;27,23
tt457;tt457;0,085;0,295;0,262;0,508;1,38885161;3,12345266;27,26
tt458;tt458;0,176;0,915;0,052;0,281;1,39663388;3,14093132;27,11
tt459;tt459;0,034;0,12;0,109;1,166;1,41108363;3,17339087;27,34
tt460;tt460;0,165;0,363;0,063;0,259;1,41974996;3,19289639;27,9
tt461;tt461;0,495;0,211;0,05;1,305;1,42641372;3,20789194;28,01
tt462;tt462;0,201;0,879;0,13;0,44;1,427506;3,2103328;28,59
tt463;tt463;0,564;1,097;0,223;1,999;1,43465641;3,22641599;29,73
tt464;tt464;0,302;0,25;0,128;1,434;1,4454701;3,25071533;29,98
tt465;tt465;0,219;0,261;0,162;2,499;1,43854183;3,23509215;29,89
tt466;tt466;0,924;1,465;0,244;1,517;1,41854865;3,19010329;29,84
tt467;tt467;0,873;0,203;0,119;0,518;1,39530021;3,13779431;29,72
tt468;tt468;0,359;0,429;0,295;0,208;1,37285954;3,08731432;29,5
tt469;tt469;0,586;0,16;0,695;0,673;1,35972638;3,057771;29,37
tt470;tt470;0,193;0,576;0,401;1,414;1,3606393;3,05983976;29,08
tt471;tt471;0,964;1,535;0,163;0,177;1,37116591;3,08357284;28,92
tt472;tt472;0,359;1,726;0,997;0,491;1,37929248;3,10188174;29,33
tt473;tt473;0,543;3,52;0,416;2,59;1,39412226;3,13523931;29,62
tt474;tt474;0,11;2,125;0,295;1,072;1,41448338;3,18102981;29,52
tt475;tt475;2,88;1,028;0,598;0,342;1,4351989;3,22762087;28,9
tt476;tt476;0,273;1,045;0,234;0,503;1,45005808;3,26099845;28,36
tt477;tt477;0,464;0,6;0,322;1,81;1,47106054;3,30818062;28,28
tt478;tt478;0,2;0,416;0,749;0,543;1,49454859;3,36097528;28,11
tt479;tt479;0,21;0,259;0,233;0,17;1,50155337;3,37669621;27,69
tt480;tt480;1,776;0,508;0,901;0,459;1,51631106;3,40985804;27,64
tt481;tt481;0,167;0,223;0,298;0,317;1,52640687;3,43417259;27,15
tt482;tt482;1,255;0,135;0,58;0,668;1,53723606;3,45853772;26,9
tt483;tt483;0,557;0,393;0,141;0,419;1,54408034;3,47393508;26,93
tt484;tt484;0,098;0,278;0,225;0,32;1,54437105;3,47458885;27,22
tt485;tt485;0,098;0,137;0,248;0,905;1,55282129;3,49360006;27,74
tt486;tt486;0,21;0,304;0,124;0,253;1,55154089;3,49072219;27,77
tt487;tt487;0,143;0,885;0,292;0,382;1,54099115;3,46698496;28,24
tt488;tt488;1,474;1,871;0,527;0,159;1,5209782;3,4219558;28,8
tt489;tt489;1,2;0,253;1,625;0,355;1,46986693;3,30696391;29,17
tt490;tt490;0,426;0,521;0,337;0,128;1,42963236;3,21645246;29,52
tt491;tt491;0,831;0,269;0,141;0,182;1,41995965;3,19470046;29,51
tt492;tt492;0,647;0,395;0,07;0,31;1,41431663;3,18200973;29,29
tt493;tt493;0,07;0,673;0,269;0,699;1,42340881;3,20247071;29,09
tt494;tt494;0,288;0,181;0,093;1,258;1,42217117;3,19968449;29,06
tt495;tt495;0,174;0,905;0,132;0,983;1,42528138;3,20667977;29,51
tt496;tt496;1,324;1,128;2,278;1,022;1,43233345;3,22254053;29,9
tt497;tt497;0,206;0,169;3,891;0,536;1,43613527;3,231089;30,94
tt498;tt498;0,091;0,328;0,713;1,94;1,442762;3,24599514;30,36
tt499;tt499;0,365;0,799;1,875;3,654;1,43914266;3,23784978;29,82
tt500;tt500;0,43;0,277;0,545;0,877;1,43663299;3,23219967;29,31
tt501;tt501;0,938;0,228;0,367;0,679;1,43519293;3,22895638;28,97
tt502;tt502;0,049;0,606;0,615;0,345;1,42990185;3,2170468;28,54
tt503;tt503;0,312;0,117;0,358;0,314;1,43342012;3,22496182;28,13
tt504;tt504;0,128;0,485;0,141;0,783;1,43281969;3,22361097;28,57
tt505;tt505;0,425;0,323;0,33;0,236;1,44068523;3,24130837;28,08
tt506;tt506;0,039;0,449;0,491;0,585;1,44814151;3,25808617;27,78
tt507;tt507;0,661;0,14;0,106;0,584;1,4530613;3,26915561;27,71
tt508;tt508;0,265;0,285;0,284;0,39;1,4585121;3,28142173;27,75
tt509;tt509;0,337;0,483;0,037;0,247;1,45032165;3,26299441;28,02
tt510;tt510;0,075;0,271;0,144;0,169;1,4533379;3,26978487;28,05
tt511;tt511;0,263;1,337;0,062;0,163;1,45428004;3,27190502;28,44
tt512;tt512;0,135;0,705;0,64;0,198;1,45698281;3,2779882;28,75
tt513;tt513;0,117;0,392;0,068;0,24;1,45624128;3,27632439;29,29
tt514;tt514;1,15;0,667;0,578;0,542;1,43244529;3,22279024;29,6
tt515;tt515;2,021;0,214;0,082;1,266;1,41289474;3,17880733;29,59
tt516;tt516;2,317;0,41;0,827;0,244;1,39662454;3,14220718;29,53
tt517;tt517;0,281;1,536;0,467;1,601;1,39280556;3,13361599;29,52
tt518;tt518;0,125;1,427;1,035;0,406;1,3924688;3,13285731;29,52
tt519;tt519;0,521;0,995;0,859;0,944;1,40700776;3,16556348;29,62
tt520;tt520;2,352;0,471;1,44;0,692;1,41882782;3,19215579;29,98
tt521;tt521;1,518;1,05;1,756;0,645;1,43414376;3,22661233;30,7
tt522;tt522;1,022;0,489;0,849;0,395;1,43872285;3,23691593;30,53
tt523;tt523;0,428;1,077;0,785;1,573;1,45535393;3,2743363;29,95
tt524;tt524;1,465;2,468;0,175;1,46;1,46686063;3,30022951;29,65
tt525;tt525;1,69;0,759;0,098;0,737;1,46502251;3,29609568;29,53
tt526;tt526;0,082;0,336;0,077;0,284;1,46767824;3,30207206;29,04
tt527;tt527;0,198;0,515;0,19;0,39;1,4695718;3,30633322;28,42
tt528;tt528;0,168;0,156;0,2;0,688;1,47002829;3,30736214;28,34
tt529;tt529;0,12;0,218;0,071;0,621;1,47422394;3,31680106;28,05
tt530;tt530;0,167;0,337;0,152;0,314;1,47215929;3,31215549;27,86
tt531;tt531;0,189;0,186;0,003;0,585;1,47361366;3,31542825;27,81
tt532;tt532;0,279;0,279;0,058;0,546;1,47875122;3,32698757;28,44
tt533;tt533;0,09;0,41;0,016;0,611;1,48054951;3,33103359;28,63
tt534;tt534;0,214;0,376;0,458;0,219;1,48207427;3,33446324;29,39
tt535;tt535;0,931;0,546;0,166;0,221;1,48470466;3,34038064;30,31
tt536;tt536;1,389;0,567;0,102;0,189;1,49181421;3,35637681;30,62
tt537;tt537;0,322;0,299;0,116;0,508;1,48253725;3,33550179;30,32
tt538;tt538;0,164;0,354;0,251;0,101;1,45225338;3,26736146;30,09
tt539;tt539;0,12;1,534;0,17;0,273;1,42583149;3,20791437;29,96
tt540;tt540;0,157;0,104;0,054;0,329;1,40373296;3,15819388;29,85
tt541;tt541;0,7;0,462;0,338;0,46;1,39581342;3,14037771;29,78
tt542;tt542;0,171;0,159;0,257;1,057;1,39129685;3,13021684;29,75
tt543;tt543;1,147;0,425;0,664;0,571;1,4087555;3,16949945;29,85
tt544;tt544;0,728;0,635;0,068;1,424;1,42173936;3,19871315;30,24
tt545;tt545;2,184;0,323;0,355;1,023;1,43327771;3,22467497;31,08
tt546;tt546;1,016;1,502;0,317;0,218;1,44686174;3,25524022;30,44
tt547;tt547;0,515;1,133;0,313;0,338;1,45172212;3,26617716;29,91
tt548;tt548;0,339;1,643;0,204;0,961;1,45298766;3,26902776;29,55
tt549;tt549;0,459;0,699;0,419;1,124;1,45963351;3,28398417;29,35
tt550;tt550;1,379;0,63;0,845;0,963;1,47823479;3,32584041;28,85
tt551;tt551;0,287;0,477;0,307;0,213;1,48999732;3,35230804;28,45
tt552;tt552;0,286;0,302;0,162;0,675;1,51002872;3,39737881;29,04
tt553;tt553;0,043;0,215;0,065;0,238;1,5244003;3,42971442;28,93
tt554;tt554;0,622;0,675;0,082;0,373;1,52699033;3,43554146;28,93
tt555;tt555;0,253;0,094;0,104;0,461;1,53774141;3,45973192;29,03
tt556;tt556;0,162;0,207;0,138;0,1;1,54790433;3,48259806;29,53
tt557;tt557;0,082;0,35;0,094;0,296;1,56090183;3,51184157;29,71
tt558;tt558;0,346;0,328;0,091;0,421;1,5670615;3,52570147;30,98
tt559;tt559;0,106;0,836;0,08;0,92;1,56056082;3,51107635;45,89
tt560;tt560;0,436;0,643;0,067;0,395;1,54448856;3,47491496;49,2
tt561;tt561;0,996;0,217;0,047;0,42;1,52264236;3,42576307;48,87
tt562;tt562;0,4;0,174;0,272;0,651;1,48361282;3,33794996;48,02
tt563;tt563;0,339;0,423;0,459;1,472;1,45263863;3,26826019;45,93
tt564;tt564;0,69;0,996;0,183;0,315;1,42998514;3,21729093;40,92
tt565;tt565;0,325;0,176;0,974;0,794;1,41291018;3,17887172;37
tt566;tt566;0,147;0,142;2,238;0,351;1,40586256;3,16301533;34,92
tt567;tt567;0,411;0,474;0,773;0,906;1,41426944;3,18192972;34,88
tt568;tt568;0,276;0,438;0,135;3,049;1,43594746;3,23070452;35,29
tt569;tt569;1,6;0,751;0,293;0,473;1,44812748;3,2581101;50,22
tt570;tt570;1,424;0,648;0,473;1,16;1,45784595;3,279976;44,98
tt571;tt571;3,303;0,739;0,193;1,285;1,46988329;3,3070596;31,6
tt572;tt572;0,351;0,526;0,876;1,133;1,4865807;3,34462876;30,34
tt573;tt573;0,642;1,111;2,104;0,79;1,49291542;3,35888232;29,91
tt574;tt574;0,599;0,314;0,372;0,502;1,49896688;3,37249897;29,08
tt575;tt575;0,121;0,289;1,962;1,685;1,50838829;3,39369725;28,58
tt576;tt576;0,207;0,182;0,529;0,563;1,52890702;3,4398659;28,84
tt577;tt577;0,074;0,252;0,116;0,276;1,53185854;3,44650715;28,47
tt578;tt578;0,568;0,182;0,077;0,491;1,53020674;3,44279179;28,18
tt579;tt579;0,257;0,533;0,22;0,203;1,53245297;3,44784667;28,19
tt580;tt580;0,35;0,082;0,088;0,396;1,53489213;3,45333598;28,82
tt581;tt581;0,594;0,254;0,135;0,463;1,5423827;3,47019117;28,7
tt582;tt582;0,54;0,31;0,183;0,65;1,53936308;3,46339864;29,41
tt583;tt583;0,58;0,83;0,652;0,677;1,53190325;3,446615;31,23
tt584;tt584;0,639;0,162;0,171;1,579;1,5177253;3,41471742;31,91
tt585;tt585;0,224;0,469;0,16;0,318;1,48628317;3,34397652;31,4
tt586;tt586;0,094;0,148;0,075;1,698;1,45074079;3,26400854;31,22
tt587;tt587;0,729;0,108;0,695;0,64;1,41292922;3,1789337;30,88
tt588;tt588;0,636;0,26;0,272;0,343;1,39504868;3,13870433;30,68
tt589;tt589;1,726;0,852;0,764;0,309;1,38088417;3,10683623;30,51
tt590;tt590;0,131;0,256;0,363;0,689;1,37666744;3,09734946;30,25
tt591;tt591;1,843;0,403;0,417;1,342;1,39869777;3,14691823;30,27
tt592;tt592;0,17;0,401;0,058;0,326;1,426395;3,20923711;30,76
tt593;tt593;0,218;1,258;0,71;0,51;1,45661394;3,27722812;32,42
tt594;tt594;0,436;0,041;0,391;1,528;1,48799726;3,34783886;30,92
tt595;tt595;0,489;0,599;1,408;0,239;1,51018963;3,39776844;29,89
tt596;tt596;0,446;1,058;0,546;0,882;1,54159388;3,46841836;29,19
tt597;tt597;0,855;0,857;0,282;1,068;1,55828889;3,505987;28,93
tt598;tt598;0,157;0,426;0,192;1,533;1,54680811;3,48016283;28,23
tt599;tt599;0,383;0,325;0,971;0,396;1,5534265;3,49505669;27,74
tt600;tt600;0,099;0,398;0,32;0,226;1,5699021;3,53212614;28,08
tt601;tt601;0,063;0,499;0,117;0,255;1,58445488;3,5648706;27,62
tt602;tt602;0,067;0,351;0,055;0,85;1,59367848;3,58562402;27,47
tt603;tt603;0,215;0,117;0,057;2,63;1,59802794;3,5954128;27,24
tt604;tt604;0,162;0,131;0,184;0,155;1,60145796;3,60313088;27,46
tt605;tt605;0,107;0,36;0,097;0,582;1,60383835;3,60848849;28,35
tt606;tt606;0,249;0,151;0,05;0,138;1,59114686;3,57993393;29,25
tt607;tt607;0,425;0,395;0,344;0,685;1,55974302;3,50927516;31,14
tt608;tt608;0,217;0,244;0,117;0,28;1,52137556;3,42294484;31,46
tt609;tt609;0,217;0,229;0,513;0,253;1,49465041;3,36281097;31,34
tt610;tt610;0,242;1,471;0,163;0,269;1,46221332;3,28982612;31,32
tt611;tt611;2,433;0,098;0,026;1,439;1,43946984;3,23865265;31,2
tt612;tt612;0,489;0,279;0,829;0,495;1,42118289;3,1975068;31,1
tt613;tt613;1,349;0,113;0,267;0,281;1,41776023;3,18980321;31,03
tt614;tt614;0,357;0,26;0,818;0,549;1,41275759;3,17854879;31,02
tt615;tt615;0,222;1,239;1,367;0,349;1,41801076;3,1903682;31,09
tt616;tt616;0,231;0,793;0,34;0,435;1,43103048;3,21965943;31,28
tt617;tt617;0,149;0,592;1;1,207;1,44364999;3,2480557;31,62
tt618;tt618;8,629;1,871;0,343;1,452;1,4498778;3,26206753;31,39
tt619;tt619;0,983;0,197;0,425;0,905;1,45899014;3,28256943;31,01
tt620;tt620;0,492;0,357;0,673;0,654;1,46413189;3,29413966;29,96
tt621;tt621;0,102;0,404;0,19;0,619;1,46515882;3,2964523;29,81
tt622;tt622;0,328;0,3;0,434;0,427;1,45398041;3,27130855;29,21
tt623;tt623;0,453;0,353;0,16;0,444;1,46386307;3,29354162;28,83
tt624;tt624;0,21;0,354;0,08;0,682;1,47153156;3,31079648;28,52
tt625;tt625;0,218;0,245;0,353;0,588;1,47574791;3,32028407;28,13
tt626;tt626;0,128;0,214;0,105;0,191;1,47465172;3,3178183;28,07
tt627;tt627;0,085;0,446;0,39;0,198;1,47358992;3,31543205;28,3
tt628;tt628;0,117;0,377;0,166;0,116;1,47649025;3,32196191;28,69
tt629;tt629;0,595;0,155;0,631;0,489;1,46780691;3,30242653;29,58
tt630;tt630;1,072;3,122;0,277;1,51;1,46684483;3,30026186;30,88
tt631;tt631;0,631;0,67;0,226;0,27;1,46789533;3,30262591;32,07
tt632;tt632;1,577;0,308;0,219;0,235;1,47047229;3,30842355;32,14
tt633;tt633;0,048;4,246;0,299;0,93;1,45903891;3,2826954;31,96
tt634;tt634;0,656;0,234;0,327;0,427;1,44239369;3,24524398;31,86
tt635;tt635;0,405;0,552;0,061;0,132;1,42500015;3,20611013;31,67
tt636;tt636;0,16;0,182;0,729;1,474;1,41538623;3,18448023;31,41
tt637;tt637;0,244;1,281;1,172;0,569;1,40834079;3,16862906;31,13
tt638;tt638;0,33;0,175;0,06;1,185;1,40422094;3,15935929;31,02
tt639;tt639;0,881;0,173;0,101;0,182;1,4029744;3,15655598;31,03
tt640;tt640;0,628;0,955;1,034;1,322;1,40838115;3,16872063;31,53
tt641;tt641;1,555;1,537;1,389;0,863;1,41867432;3,19187952;31,91
tt642;tt642;0,279;0,873;0,079;0,226;1,42826584;3,21346182;31,8
tt643;tt643;1,688;0,363;0,382;1,076;1,43607404;3,23103136;31,08
tt644;tt644;0,365;0,579;0,307;2,431;1,4367202;3,23248727;30,07
tt645;tt645;0,218;0,524;1,06;0,898;1,43391914;3,22618596;29,88
tt646;tt646;0,074;0,371;0,361;0,708;1,43475874;3,22807464;29,53
tt647;tt647;0,072;1,106;0,215;0,217;1,4397525;3,23931146;28,89
tt648;tt648;0,083;0,908;0,346;0,662;1,4322273;3,22238084;28,84
tt649;tt649;0,143;0,105;0,295;0,185;1,42990868;3,21715843;28,47
tt650;tt650;0,134;0,311;0,125;0,425;1,43836487;3,23617482;28,25
tt651;tt651;0,251;0,144;0,083;0,271;1,43471518;3,22796032;28,14
tt652;tt652;0,565;0,063;0,083;0,594;1,43603284;3,23092192;28,18
tt653;tt653;0,337;0,309;1,029;0,293;1,42504308;3,20619194;28,42
tt654;tt654;0,081;0,174;0,121;2,59;1,41196569;3,17676739;28,67
tt655;tt655;0,088;0,106;0,144;0,121;1,39767101;3,14460316;28,91
tt656;tt656;0,41;0,322;0,007;0,474;1,39529773;3,13925952;29,35
tt657;tt657;0,278;1,817;0,092;0,45;1,39569537;3,14015238;29,71
tt658;tt658;1,995;0,904;0,276;0,128;1,38370758;3,11318136;29,89
tt659;tt659;0,589;0,095;1,269;0,535;1,36509213;3,07129777;29,89
tt660;tt660;1,561;0,274;1,069;0,299;1,35022019;3,0378399;29,87
tt661;tt661;0,183;0,23;0,596;1,055;1,35024265;3,03789304;29,75
tt662;tt662;1,008;0,583;0,279;1,693;1,35255005;3,04308392;29,65
tt663;tt663;0,522;0,276;0,689;0,183;1,35781129;3,05491965;29,89
tt664;tt664;0,12;0,664;0,154;0,336;1,36001199;3,05986746;30,47
tt665;tt665;3,538;2,616;0,697;1,985;1,36795348;3,07773194;31,13
tt666;tt666;0,298;1,398;0,24;1,005;1,36613754;3,07364379;30,97
tt667;tt667;1,497;0,625;0,333;0,563;1,36674404;3,07500864;30,18
tt668;tt668;0,281;0,757;0,055;0,062;1,36882984;3,07970157;29,75
tt669;tt669;1,409;0,708;0,342;0,414;1,38324639;3,11214098;29,55
tt670;tt670;1,626;0,364;0,887;0,479;1,38086937;3,10679106;29,08
tt671;tt671;0,206;0,54;0,402;0,282;1,37897444;3,10252757;28,72
tt672;tt672;0,482;0,822;0,669;0,843;1,37974164;3,10425541;28,82
tt673;tt673;0,267;0,353;0,208;0,42;1,39238132;3,13269414;28,22
tt674;tt674;0,145;0,168;0,238;0,247;1,41230441;3,17752099;27,87
tt675;tt675;0,104;0,359;0,042;0,369;1,42329075;3,20224002;27,72
tt676;tt676;0,079;0,303;0,037;0,192;1,43421406;3,22681629;27,68
tt677;tt677;0,108;0,183;0,033;0,31;1,43203373;3,22190905;27,79
tt678;tt678;0,23;0,168;0,132;2,596;1,41907449;3,19275183;27,76
tt679;tt679;1,332;0,14;0,178;0,132;1,40157805;3,15338429;28,02
tt680;tt680;0,067;0,47;0,388;0,408;1,3895761;3,12637927;28,6
tt681;tt681;0,701;0,93;0,137;1,087;1,38212042;3,10960624;28,9
tt682;tt682;0,892;0,68;0,268;0,46;1,38200824;3,10935644;29,34
tt683;tt683;0,779;1,71;0,21;0,833;1,36959101;3,08142219;29,23
tt684;tt684;1,102;0,239;0,941;0,616;1,34565967;3,02758025;28,93
tt685;tt685;0,289;0,879;0,616;0,233;1,3328094;2,99866854;28,87
tt686;tt686;0,46;0,95;2,651;0,206;1,32865151;2,98931544;28,85
tt687;tt687;1,7;0,406;1,782;0,6;1,34185385;3,01902212;28,97
tt688;tt688;0,578;0,366;0,071;1,111;1,35018139;3,03776232;29,55
tt689;tt689;0,06;0,729;0,4;1,601;1,34902209;3,03516081;29,93
tt690;tt690;1,01;0,752;0,831;0,603;1,34476248;3,02557852;29,82
tt691;tt691;1,515;0,297;0,567;1,38;1,35048606;3,03845021;29,43
tt692;tt692;0,801;1,074;0,393;0,487;1,35511397;3,04886258;28,97
